paper_id,doi,title,year,journal,authors,abstract_keywords
2465,10.1021/cm0477467,TNU-7: A Large-Pore Gallosilicate Zeolite Constructed of Strictly Alternating MOR and MAZ Layers,2005,,,
2466,10.1021/cm048418+,Zeolite Synthesis Using Flexible Diquaternary Alkylammonium Ions (CnH2n&plus;1)2HN&plus;(CH2)5N&plus;H(CnH2n&plus;1)2 with n &equals; 1−5 as Structure-Directing Agents,2005,,,"['13c cp mas nmr', 'linear diquaternary alkylammonium ions', 'computer modeling studies']"
2467,10.1021/cm049373f,SU-12: A Silicon-Substituted ASU-16 with Circular 24-Rings and Templated by a Monoamine,2005,,,"[')& rsqb ;, wr2', 'verbar ;( ch3ch2ch2nh3', 'unit cell parameters']"
2468,10.1021/cm049912g,Searching Organic Structure Directing Agents for the Synthesis of Specific Zeolitic Structures:â An Experimentally Tested Computational Study,2005,,,
2469,10.1021/cm050227z,"Characterization of COK-5, Member of a New Family of Zeolite Material with Multiple Channel Systems",2005,,,"['promises high catalytic potential', 'novel zeolite material cok', 'showing unique peaks']"
2470,10.1021/cm050971j,Cooperative Structure-Directing Effect of Fluorine-Containing Organic Molecules and Fluoride Anions in the Synthesis of Zeolites,2005,,,"['balancing fluoride atoms bound', 'dbdm gives zeolite beta', 'silica zeolite beta']"
2471,10.1021/cm051985s,Rietveld Structure Refinement of Zeolite ECR-1,2006,,,"['resolution transmission electron microscopy', 'equivalent sites lay near', 'anisotropic peak broadening observed']"
2472,10.1021/cm052174r,Synthesis and Characterization of a New Microporous Material. 1. Structure of Aluminophosphate EMM-3,2006,,,"['monoclinic space group symmetry', 'five unique aluminum atoms', 'new molecular sieve structures']"
2473,10.1021/cm052175j,Synthesis and Characterization of a New Microporous Material. 2. AlPO and SAPO Forms of EMM-3,2006,,,"['strong octahedral 27al signal', 'least five distinct environments', 'directing agent remains intact']"
2474,10.1021/cm0622248,"Pure Silica Large Pore Zeolite ITQ-7: Synthetic Strategies, Structure-Directing Effects, and Control and Nature of Structural Disorder",2007,,,
2475,10.1021/cm062241x,Synthesis and Characterization of a Novel Germanate Material Containing 16-Ring Channels and Templated by a Simple Primary Amine,2007,,,"['thermal stability studies indicate', 'dimensional intersecting channel system', 'secondary building unit']"
2476,10.1021/cm062827j,In situ Small-Angle and Wide-Angle X-ray Scattering Investigation on Nucleation and Crystal Growth of Nanosized Zeolite A,2007,,,"['also crystal growth process', '6 nm sized particles', 'al2o3 :( tma']"
2477,10.1021/cm070227u,Confined Water Clusters in a Synthetic Rubidium Gallosilicate with Zeolite LTL Topology,2007,,,"['unit cell fully occupy', 'proposed preferential aluminum partitioning', 'main channel becomes modulated']"
2478,10.1021/cm070459t,Synthesis and Structure Solution of Zeolite SSZ-65,2007,,,"['focus fourier recycling method', 'powder diffraction data', 'phenyl )- cyclopropylmethyl']"
2479,10.1021/cm0705284,The Synthesis and Structure of SSZ-73: an All-Silica Zeolite with an Unusual Framework Topology,2007,,,"['remarkably high micropore volume', 'containing gels using 3', 'two geometric isomers']"
2480,10.1021/cm071753o,Cooperative Structure Directing Role of the Cage-Forming Tetramethylammonium Cation and the Bulkier Benzylmethylpyrrolidinium in the Synthesis of Zeolite Ferrierite,2007,,,"['molecular mechanics calculations revealed', 'zeolites often requires', 'structure directing agent']"
2481,10.1021/cm071790f,Synthesis and Characterization of an Aluminogermanate SU-46 with a Zeolite Structure,2007,,,"['xrpd ), infrared spectroscopy', 'secondary building unit 4', 'transmission electron microscopes']"
2482,10.1021/cm100030x,Organotemplate-Free Syntheses of ZSM-34 Zeolite and Its Heteroatom-Substituted Analogues with Good Catalytic Performance,2010,,,"['weight hourly space velocity', 'propylene (> 80 %)', 'zeolite l seeds solution']"
2483,10.1021/cm1006108,The Role of Template Structure and Synergism between Inorganic and Organic Structure Directing Agents in the Synthesis of UTL Zeolite,2010,,,"['13 different organic structure', 'density functional theory', '10 mm thick']"
2484,10.1021/cm1014898,"Solvothermal Synthesis and Characterization of Large-Crystal All-Silica, Aluminum-, and Boron-Containing Ferrierite Zeolites",2011,,,"['directly observing diffusion anisotropy', '29si mas nmr spectroscopy', 'oes ), thermogravimetric analysis']"
2485,10.1021/cm103444e,"Controllable Morphology of Engelhard Titanium Silicates ETS-4: Synthetic, Photocatalytic, and Calorimetric Studies",2011,,,"['surface area effects alone', 'synthesis gel mixtures', 'smallest thermodynamic stability']"
2486,10.1021/cm103512m,Phase-Transformation Synthesis of SAPO-34 and a Novel SAPO Molecular Sieve with RHO Framework Type from a SAPO-5 Precursor,2011,,,"['possessed good thermal stability', 'mediated transport mechanism attributed', 'large microporous surface area']"
2487,10.1021/cm200105f,Isomorphous Introduction of Boron in Germanosilicate Zeolites with UTL Topology,2011,,,"['angle spinning nmr suggests', 'germanium content predictably decreases', 'much less dependent']"
2488,10.1021/cm201221z,Investigation of Extra-Large Pore Zeolite Synthesis by a High-Throughput Approach,2011,,,"['low framework density structures', '33 x 5 experiments', 'mesoporous chiral zeolite itq']"
2489,10.1021/cm2025735,Fluoride Removal from Double Four-Membered Ring (D4R) Units in As-Synthesized Ge-Containing Zeolites,2011,,,"['making f less necessary', '29si nmr spectra', 'small d4r units']"
2490,10.1021/cm301511y,Probing Ge Distribution in Zeolite Frameworks by Post-Synthesis Introduction of Fluoride in As-Made Materials,2012,,,"['new line observed around', 'replacing si atoms preferentially', 'pure alkaline media']"
2491,10.1021/cm3020995,Mechanisms of Quick Zeolite Beta Crystallization,2012,,,"['27al nuclear magnetic resonance', 'aluminum containing zeolite beta', 'zeolite beta crystallizes quickly']"
2492,10.1021/cm302509m,Synthesis of Expanded Titanosilicate MWW-Related Materials from a Pure Silica Precursor,2012,,,"['several postsynthetic acid treatments', 'expanded titanosilicate mww material', 'show better activity']"
2493,10.1021/cm303131c,Insights into the Topotactic Conversion Process from Layered Silicate RUB-36 to FER-type Zeolite by Layer Reassembly,2013,,,"['sem ), thermal analysis', 'surfactant polar heads approximate', 'pure silica zeolite zsm']"
2494,10.1021/cm3032785,Heteroatom-Tolerant Delamination of Layered Zeolite Precursor Materials,2013,,,"['external acid sites', 'chloride surfactant mixture', 'argon gas physisorption']"
2495,10.1021/cm303709e,Host–Guest Stabilization of a Zeolite Strained Framework: In Situ Transformation of Zeolite MTW into the Less Dense and More Strained ITW,2013,,,"['otherwise strained silica framework', 'zeolite crystallizes directly', 'low water contents']"
2496,10.1021/cm400727r,"From Charge Density Mismatch to a Simplified, More Efficient Seed-Assisted Synthesis of UZM-4",2013,,,"['homogeneous aluminosilicate solution prior', 'small aluminosilicate species', 'charge density mismatch']"
2497,10.1021/cm4018024,Controlling the Aluminum Distribution in the Zeolite Ferrierite via the Organic Structure Directing Agent,2013,,,"['7 |[ si 33', 'sda (|(( ch 2', '2 |[ si 33']"
2498,10.1021/cm4022326,Preparation of Interlayer-Expanded Zeolite from Lamellar Precursor Nu-6(1) by Silylation,2013,,,"['3d crystalline structure composed', 'space group p121', 'higher catalytic activity']"
2499,10.1021/cm403527t,"HPM-2, the Layered Precursor to Zeolite MTF",2014,,,"['main window producing narrower', '1h magic angle spinning', 'pure silica mtf zeolite']"
2500,10.1021/cm403534b,Monitoring the Activation of Copper-Containing Zeotype Catalysts Prepared by Direct Synthesis Using in Situ Synchrotron Infrared Microcrystal Spectroscopy and Complementary Techniques,2014,,,"['cu2 +- cyclam complex', 'structure directing agents', 'selective catalytic reduction']"
2501,10.1021/cm500229f,"Broadening the Applicable Scope of Seed-Directed, Organic Structure-Directing Agent-Free Synthesis of Zeolite to Zincosilicate Components: A Case of VET-Type Zincosilicate Zeolites",2014,,,
2502,10.1021/cm5005483,Synthesis of the Small Pore Silicoaluminophosphate STAâ6 by Using Supramolecular Self-Assembled Organic Structure Directing Agents,2014,,,
2503,10.1021/cm501176j,"SSZ-45: A High-Silica Zeolite with Small Pore Openings, Large Cavities, and Unusual Adsorption Properties",2014,,,"['harsh conditions often required', 'exhibit excellent thermal stability', 'rotation electron diffraction data']"
2504,10.1021/cm5014224,Silylation of Layered Silicate RUB-51 with SiCl4 and Conversion of the Silylated Derivative to a Crystalline Microporous Material,2014,,,"['subsequent heat treatment leads', 'novel crystalline microporous material', 'various silylating agents']"
2505,10.1021/cm501919d,Zeolite Synthesis from a Charge Density Perspective: The Charge Density Mismatch Synthesis of UZM-5 and UZM-9,2014,,,
2506,10.1021/cm502525w,NMR Evidence for Specific Germanium Siting in IM-12 Zeolite,2014,,,"['collapsing upon ge extraction', 'oko type upon degermanation', 'oko transformation involves']"
2507,10.1021/cm502953s,"Germanosilicate Precursors of ADORable Zeolites Obtained by Disassembly of ITH, ITR, and IWR Zeolites",2014,,,"['parent zeolites strongly influences', 'g ., 0', 'concentration acid solutions']"
2508,10.1021/cm503625u,Facile Preparation of Aluminosilicate RTH across a Wide Composition Range Using a New Organic Structure-Directing Agent,2014,,,
2509,10.1021/cm504510f,Synthesis of Zeolites via Interzeolite Transformations without Organic Structure-Directing Agents,2015,,,
2510,10.1021/cm702098j,Synthesis of Materials Containing Ferrierite Layers Using Quinuclidine and 1-Benzyl-1-methylpyrrolidine as Structure-Directing Agents. An Experimental and Computational Study†,2008,,,
2511,10.1021/cm702880p,"A New Layered Silicate with Structural Motives of Silicate Zeolites: Synthesis, Crystals Structure, and Properties",2008,,,"['orthorhombic space group pca21', 'state nmr complement', 'new layered silicate']"
2512,10.1021/cm703541w,Nanosized SAPO-34 Synthesized from Colloidal Solutions,2008,,,"['zeta potential measurements', 'total volume adsorbed', 'textural porosity responsible']"
2513,10.1021/cm800762x,Proton Conductivity in Sulfonic Acid-Functionalized Zeolite Beta: Effect of Hydroxyl Group,2008,,,"['sulfonic acid groups', 'high proton conductivity', 'fast proton transport']"
2514,10.1021/cm801126t,"Crystal Structure of ITQ-26, a 3D Framework with Extra-Large Pores",2008,,,"['yield electrostatic potential maps', 'fluoride procedure using 1', 'integrated electron diffraction intensities']"
2515,10.1021/cm901051u,Nucleation of ITQ-21 Studied by ESI-MS,2009,,,"['different mineralizing agents', 'mineralizing agents', 'different silicon']"
2516,10.1021/cm901140u,Negative Thermal Expansion in the Aluminum and Gallium Phosphate Zeotypes with CHA and AEI Structure types,2009,,,"['certain specific crystallographic planes', 'certain common structural features', 'rather similar thermal behavior']"
2517,10.1021/cm901149a,Structure-Directing Effect of (S)-(−)-N-Benzylpyrrolidine-2-methanol and Benzylpyrrolidine in the Synthesis of STA-1: A New Computational Model for Structure Direction of Nanoporous Systems,2009,,,"['sao framework type ),', 'hydrophilic aluminophosphate nanoporous frameworks', 'filling species whose role']"
2518,10.1021/cm9023343,Investigation of Nanoparticles Occurring in the Colloidal Silicalite-1 Zeolite Crystallization Process Using Dissolution Experiments,2010,,,"['concentrated clear sol prepared', 'resulting free energy barrier', 'investigated via dissolution experiments']"
2519,10.1021/cm902528y,Novel Large-Pore Aluminophosphate Molecular Sieve STA-15 Prepared Using the Tetrapropylammonium Cation As a Structure Directing Agent,2010,,,"['unit cell composition al32p32o128', 'hydroxyl species upon calcination', 'st andrews microporous solid']"
2520,10.1021/cm903095q,"Diasteroselective Structure Directing Effect of (1S,2S)-2-Hydroxymethyl-1-benzyl-1-methylpyrrolidinium in the Synthesis of ZSM-12",2010,,,
2521,10.1021/cm9035677,Physicochemical Properties and Catalytic Behavior of the Molecular Sieve SSZ-70,2010,,,"['imidazolium structure directing agents', 'two molecular sieves', 'new molecular sieve']"
2522,10.1021/cm950387i,,1996,,,
2523,10.1021/cm960289c,,1996,,,
2524,10.1021/cm960322v,,1996,,,
2525,10.1021/cm9605328,Cooperative Structure Direction in the Synthesis of Microporous Materials: Preparation and Crystal Structure of TREN-GaPO,1997,,,"['pore gallium oxyfluorophosphates', 'two structure', 'two channels']"
2526,10.1021/cm970173w,"Structure of ITQ-4, a New Pure Silica Polymorph Containing Large Pores and a Large Void Volume",1997,,,"['synchrotron powder diffraction data', 'pure silica beta among', 'known pure silica polymorphs']"
2527,10.1021/cm9703278,Effect of Micropore Topology on the Structure and Properties of Zeolite Polymer Replicas,1997,,,"['dimensionally interconnected channel structures', 'prepare microporous polymer replicas', 'electronically conducting replicas']"
2528,10.1021/cm9707521,"SAPO-35 Molecular Sieve: Synthesis, Characterization, and Adsorbate Interactions of Cu(II) in CuH−SAPO-35",1998,,,"['various factors affecting crystallinity', 'generates large bronsted acidity', 'highly uniform rhombic crystals']"
2529,10.1021/cm980049s,In Situ Synchrotron X-ray Powder Diffraction Studies of Crystallization of Microporous Aluminophosphates and Me2&plus;-Substituted Aluminophosphates,1998,,,
2530,10.1021/cm9801587,Exceptional Negative Thermal Expansion in AlPO4-17,1998,,,"['ray diffraction data taken', 'strong negative thermal expansion', 'powder synchrotron x']"
2531,10.1021/cm980308d,Cobalt Phosphate Based Zeolite Structures with the Edingtonite Framework Topology,1998,,,"['gallium cobalt phosphate ).', 'five zeolite edingtonite analogues', 'cobalt phosphate system']"
2532,10.1021/cm980410a,High-Resolution Electron Microscopy Study of ZSM-12 (MTW),1998,,,"['corresponding image contrast simulations', 'experimental electron diffraction patterns', 'fit sda interacts markedly']"
2533,10.1021/cm9804113,Calcination of Octadecasil: Fluoride Removal and Symmetry of the Pure SiO2 Host,1998,,,"['ray powder diffraction data', 'propose chemically feasible pathways', 'energy minimization calculations support']"
2534,10.1021/cm9804766,Novel Routes for the Preparation of a Range of Germanium Containing Zeolites,1999,,,
2535,10.1021/cm9900655,Layered Intermediates in Zeolite Synthesis: Are Structures Related?,1999,,,"['whole crystallization period tends', 'two layered materials seem', 'formed via layered intermediates']"
2536,10.1021/cm990179g,Flexibility and Cation Distribution upon Lithium Exchange of Aluminosilicate and Aluminogermanate Materials with the RHO Topology,1999,,,"['extraframework cation positions correspond', 'extraframework cations reside', 'space group i43m']"
2537,10.1021/cm990384w,Synthesis and Characterization of a Novel Microporous Titanosilicate JLU-1,2000,,,"['xrd ), 29si magic', 'ir ), differential thermal', 'hrem ), infrared spectroscopy']"
2538,10.1021/cm991032s,"The Use of Triquaternary Alkylammonium Ions in the Synthesis of STA-5, a Magnesioaluminophosphate with the BPH Framework Topology",1999,,,
2539,10.1021/cm991057r,"A Synthesis, MAS NMR, Synchrotron X-ray Powder Diffraction, and Computational Study of Zeolite SSZ-23",1999,,,"['nine tetrahedral atom windows', 'angle spinning nmr spectroscopy', 'lattice energy minimized structure']"
2540,10.1021/cm9910660,Crystal Structure of Zeolite MCM-35 (MTF),1999,,,
2541,10.1021/cm991175e,Synthesis and Crystal Structure of the Organically Templated Open Framework Magnesium Phosphate UiO-20 with DTF Topology,2000,,,"['space group c 2', 'zinc phosphate daf', 'zinc arsenate ucsb']"
2542,10.1021/cr020060i,The Hydrothermal Synthesis of Zeolites:â History and Development from the Earliest Days to the Present Time,2003,,,
2543,10.1021/cr4001513,Green Routes for Synthesis of Zeolites,2014,,,
2544,10.1021/cr500010r,"New Stories of Zeolite Structures: Their Descriptions, Determinations, Predictions, and Evaluations",2014,,,[]
2545,10.1021/cr9600971,"Transition-Metal Ions in Aluminophosphate and Silicoaluminophosphate Molecular Sieves:â Location, Interaction with Adsorbates and Catalytic Properties",1999,,,"['transition metal ions titanium', 'microporous crystalline materials comparable', 'sapo molecular sieves cover']"
2546,10.1021/cs400025s,Synthesis and Catalytic Behavior of Ferrierite Zeolite Nanoneedles,2013,,,
2547,10.1021/cs4004672,Synthesis and Evaluation of Cu-SAPO-34 Catalysts for Ammonia Selective Catalytic Reduction. 1. Aqueous Solution Ion Exchange,2013,,,"['transfer limitations via formation', 'dilute cu acetate solutions', 'si content within']"
2548,10.1021/cs400495j,"Efficient, Stable, and Reusable Silicoaluminophosphate for the One-Pot Production of Furfural from Hemicellulose",2013,,,"['least 8 catalytic cycles', 'tolerant solid acid catalysts', 'undergo morphological changes']"
2549,10.1021/cs400855p,Origin of the Low Olefin Production over HZSM-22 and HZSM-23 Zeolites: External Acid Sites and Pore Mouth Catalysis,2014,,,"['pore mouth acid sites', 'similar pore structures', 'hydrocarbon pool mechanism']"
2550,10.1021/ic010292k,A Simulation Study on the Topotactic Transformations from Aluminophosphate AlPO4-21 to AlPO4-25,2001,,,"['oh )& rsqb ;,', 'monoclinic space group p21n', 'molecular dynamics simulation approach']"
2551,10.1021/ic0203872,Hydro/Solvothermal Synthesis and Structures of New Zinc Phosphates of Varying Dimensionality,2002,,,"['coordinated oxygen atom forming', 'dimensional structure closely related', 'shared chains fused']"
2552,10.1021/ic025603l,New Low Temperature Synthetic Route to an Ammonium Zinc Arsenate Zeolite Analogue with an ABW-Type Structure,2002,,,"['type ammonium zinc arsenate', 'waste metals may', 'waste management community']"
2553,10.1021/ic035329a,&lsqb;C6N2H14&rsqb;0.5·&lsqb;MnAl3(PO4)4(H2O)2&rsqb;: A Manganese(II)-Substituted Aluminophosphate with AFN Topology,2004,,,"['diprotonated dabco cations reside', 'rsqb ;, triclinic p1', 'ii )- substituted aluminophosphate']"
2554,10.1021/ic048658r,"(C 4 N 3 H 15 )[(BO 2 ) 2 (GeO 2 ) 4 ]:â The First Organically Templated 3D Borogermanate Showing 1D 12-Rings, Large Channels, and a Novel Zeolite-type Framework Topology Constructed from Ge 8 O 24 and B 2 O 7 Cluster Units",2005,,,"['vertex 1 ), 3a', 'vertex 4 ), 4a', 'pxrd ), tga']"
2555,10.1021/ic051039d,GeO2 Natrolite-Type Infinite Four and Eight R-Containing Layers in a 2D Pure-Ge Framework: Ge3O5(OH)4&lsqb;C2N2H10&rsqb;,2006,,,"['octahedral germanium atom', 'dimensional framework germanate', 'containing layers appears']"
2556,10.1021/ic1017505,"Investigation of the GeO2-1,6-Diaminohexane-Water-Pyridine-HF Phase Diagram Leading to the Discovery of Two Novel Layered Germanates with Extra-Large Rings",2011,,,
2557,10.1021/ic2013478,Two Open-Framework Germanates with Nickel Complexes Incorporated into the Framework,2011,,,"['hydrothermal conditions using ethylenediamine', 'square nets via ni', 'square nets generate']"
2558,10.1021/ic201515z,Divalent-Metal-Stabilized Aluminophosphates Exhibiting a New Zeolite Framework Topology,2012,,,"['ring channels running along', 'diffuse reflectance spectroscopy analyses', 'new zeolite framework topology']"
2559,10.1021/ic2017352,"Synthesis, Characterization, and Spectroscopic Characteristics of Chromium(6+) and -(4+) Silicalite-2 (ZSM-11) Materials",2011,,,"['resolved vibronic structure characteristic', 'hydrothermal synthesis using 3', 'dioxo structure typically exhibited']"
2560,10.1021/ic301449y,,2012,,,
2561,10.1021/ic302705f,Germanate with Three-Dimensional 12 × 12 × 11-Ring Channels Solved by X-ray Powder Diffraction with Charge-Flipping Algorithm,2013,,,"['ftir ), compositional analyses', '4 ], orthorhombic ama2', 'ray absorption fine structure']"
2562,10.1021/ic50043a015,,1966,,,
2563,10.1021/ic50105a024,,1971,,,
2564,10.1021/ic801405e,"Syntheses and Characterizations of Transition-Metal-Substituted Aluminophosphate Molecular Sieves |(C3N2H5)8|[M8Al16P24O96] (M = Co, Mn, Zn) with Zeotype LAU Topology",2009,,,
2565,10.1021/ic990719b,The First Organo-Templated Cobalt Phosphate with a Zeolite Topology,2000,,,"['monoclinic space group c2', 'balancing diprotonated ethylenediamine cations', 'strictly alternating coo4']"
2566,10.1021/ic9911217,Synthesis and Crystal Structure of a Novel Germanate:  (NH4)4[(GeO2)3(GeO1.5F3)2]·0.67H2O,2000,,,
2567,10.1021/ie400628q,Characteristics of Magnesium-Promoted Pt/ZSM-23 Catalyst for the Hydroisomerization of n âHexadecane,2013,,,"['lewis type acidic properties', 'lewis acid sites increased', 'acid amount decreased']"
2568,10.1021/j100101a040,,,,,
2569,10.1021/j100281a014,,,,,
2570,10.1021/j100354a046,,,,,
2571,10.1021/ja000374s,Multiple-Quantum 1H MAS NMR Studies of Defect Sites in As-Made All-Silica ZSM-12 Zeolite,2000,,,"['zeolite colloidal precursors reported', '12 zeolite synthesized', 'study defect sites']"
2572,10.1021/ja00105a027,,1994,,,
2573,10.1021/ja00118a013,,1995,,,
2574,10.1021/ja00187a023,,1989,,,
2575,10.1021/ja00332a063,,1984,,,
2576,10.1021/ja0107778,The First Zeolite with Three-Dimensional Intersecting Straight-Channel System of 12-Membered Rings,2001,,,"['two different ordered series', 'recently pure sio2 beta', 'space group p42mmc']"
2577,10.1021/ja0114658,Arsenate Zeolite Analogues with 11 Topological Types,2001,,,
2578,10.1021/ja011513o,Organocations in Zeolite Synthesis: Fused Bicyclo &lsqb;l.m.0&rsqb; Cations and the Discovery of Zeolite SSZ-48,2002,,,"['reasonable symmetry operation predicting', 'fused bicyclo organonitrogen class', '13c mas nmr analyses']"
2579,10.1021/ja012558s,Combined Solid State NMR and X-ray Diffraction Investigation of the Local Structure of the Five-Coordinate Silicon in Fluoride-Containing As-Synthesized STF Zeolite,2002,,,"['density functional theory calculations', '29si refocused inept experiment', 'synthesized stf zeolite']"
2580,10.1021/ja015797o,Variable-Temperature Microcrystal X-ray Diffraction Studies of Negative Thermal Expansion in the Pure Silica Zeolite IFR,2001,,,"['pure silica zeolite ifr', 'average atomic position', 'ray diffraction using']"
2581,10.1021/ja016113f,,2001,,,
2582,10.1021/ja016996a,A Flexible Germanate Structure Containing 24-Ring Channels and with Very Low Framework Density,2001,,,"['aluminosilicate zeolites whose structures', 'ring germanate reported recently', 'metal atoms per nm3']"
2583,10.1021/ja021242x,"The Synthesis, Characterization, and Structure Solution of SSZ-58: A Novel Two-Dimensional 10-Ring Pore Zeolite with Previously Unseen Double 5-Ring Subunits",2003,,,"['space group pmma confirmed', 'form large cavities circumscribed', 'focus fourier recycling method']"
2584,10.1021/ja0292400,An X-ray Diffraction and MAS NMR Study of the Thermal Expansion Properties of Calcined Siliceous Ferrierite,2003,,,"['order displacive phase transition', 'ray diffraction measurements confirm', 'negative thermal expansion material']"
2585,10.1021/ja031981t,"Synthesis, Structure Solution, Characterization, and Catalytic Properties of TNU-10: A High-Silica Zeolite with the STI Topology",2004,,,"['sti framework topology', 'space group symmetry', 'space group fmmm']"
2586,10.1021/ja035534p,"Synthesis of a New Zeolite Structure ITQ-24, with Intersecting 10- and 12-Membered Ring Pores",2003,,,"['secondary building units', 'hypothetical polymorph c', 'active catalytic centers']"
2587,10.1021/ja0371653,"Structure of the First Silicate Molecular Sieve with 18-Ring Pore Openings, ECR-34",2003,,,
2588,10.1021/ja047990z,"Synthesis, Characterization, and Framework Heteroatom Localization in ITQ-21",2004,,,
2589,10.1021/ja0481023,Computational Study of the Structure-Directing Effect of Benzylpyrrolidine and Its Fluorinated Derivatives in the Synthesis of the Aluminophosphate AlPO-5,2004,,,"['energy per formula unit', 'higher electrostatic interactions', 'computer modeling techniques']"
2590,10.1021/ja0481474,Synthesis and Crystal Structure of As-Synthesized and Calcined Pure Silica Zeolite ITQ-12,2004,,,"['framework type code itw', 'ray diffraction data', 'occluded fluoride anion']"
2591,10.1021/ja053040h,Synthesis and Structure of the Bidimensional Zeolite ITQ-32 with Small and Large Pores,2005,,,"['relatively large pore volume', 'nearly pure silica zeolite', 'ray diffraction data']"
2592,10.1021/ja054014m,Unraveling the Crystallization Mechanism of CoAPO-5 Molecular Sieves under Hydrothermal Conditions,2005,,,"['provided valuable information regarding', 'broad size distribution ranging', 'poorly ordered structure separated']"
2593,10.1021/ja057682g,Dynamics on the Microsecond Timescale in Microporous Aluminophosphate AlPO-14 as Evidenced by 27Al MQMAS and STMAS NMR Spectroscopy,2006,,,"['transition magic angle spinning', 'quantum magic angle spinning', 'isotropic "", nmr spectra']"
2594,10.1021/ja057933l,The Ionothermal Synthesis of Cobalt Aluminophosphate Zeolite Frameworks,2006,,,"['four possible tetrahedral sites', 'solids prepared previously', 'sod framework types']"
2595,10.1021/ja0603599,Rational Design and HT Techniques Allow the Synthesis of New IWR Zeolite Polymorphs,2006,,,"['new germanosilicate structures reported', 'structure directing agents', 'last five years']"
2596,10.1021/ja061206o,,2006,,,
2597,10.1021/ja061882q,Structure-Directing Role of Amines in the Ionothermal Synthesis,2006,,,
2598,10.1021/ja070303u,A Priori Phase Prediction of Zeolites: Case Study of the Structure-Directing Effects in the Synthesis of MTT-Type Zeolites,2007,,,"['previous molecular modeling studies', 'inorganic conditions necessary', 'type zeolite phases']"
2599,10.1021/ja0709122,A Study of Piperidinium Structure-Directing Agents in the Synthesis of Silica Molecular Sieves under Fluoride-Based Conditions,2007,,,"['17 different host topologies', 'high framework density products', 'synthesis cofactor fluoride anion']"
2600,10.1021/ja0730361,"Structure, Vibrational Analysis, and Insights into Host−Guest Interactions in As-Synthesized Pure Silica ITQ-12 Zeolite by Periodic B3LYP Calculations",2007,,,"['experimental ir spectra made', 'point shed light', 'high crystalline samples']"
2601,10.1021/ja073109g,"Synthesis, Crystal Structure, Characterization, and Catalytic Properties of TNU-9",2007,,,
2602,10.1021/ja0758739,Methodology for Synthesizing Crystalline Metallosilicates with Expanded Pore Windows Through Molecular Alkoxysilylation of Zeolitic Lamellar Precursors,2008,,,"['enlarged interlayer pores found', 'interlayer expanded zeolites prepared', 'construct new crystalline structures']"
2603,10.1021/ja103648k,A Zeolitic Material with a Three-Dimensional Pore System Formed by Straight 12- and 10-Ring Channels Synthesized with an Imidazolium Derivative as Structure-Directing Agent,2010,,,"['d4r composite building units', 'synchrotron powder x', 'straight intersecting 12']"
2604,10.1021/ja105185r,Synthesis and Characterization of ERI-Type UZM-12 Zeolites and Their Methanol-to-Olefin Performance,2010,,,"['alkali metal cations added', 'diquaternary ammonium ion employed', '<= 100 nm range']"
2605,10.1021/ja2015394,A New Aluminosilicate Molecular Sieve with a System of Pores between Those of ZSM-5 and Beta Zeolite,2011,,,"['selected probe molecules suggests', 'shows excellent results', 'directional channel system']"
2606,10.1021/ja205164u,Structure-Directing Roles and Interactions of Fluoride and Organocations with Siliceous Zeolite Frameworks,2011,,,"['29si nuclear magnetic resonance', 'synthesized siliceous zeolites itw', '29si site connectivities within']"
2607,10.1021/ja209832y,Zeolite Synthesis in Fluoride Media: Structure Direction toward ITW by Small Methylimidazolium Cations,2012,,,"['relative stabilities fully agree', 'pure silica itw zeolite', 'low framework density phase']"
2608,10.1021/ja210703y,Zeolite Structure Direction by Simple Bis(methylimidazolium) Cations: The Effect of the Spacer Length on Structure Direction and of the Imidazolium Ring Orientation on the 19F NMR Resonances,2012,,,"['periodic dft calculations suggest', 'molecular mechanics simulations support', 'two methylimidazolium moieties linked']"
2609,10.1021/ja301082n,Synthesis Design and Structure of a Multipore Zeolite with Interconnected 12- and 10-MR Channels,2012,,,"['resolution transmission electron microscopy', 'organic structure directing agents', 'recently described polymorph c']"
2610,10.1021/ja3014506,Correction to Zeolite Synthesis in Fluoride Media: Structure Direction toward ITW by Small Methylimidazolium Cations,2012,,,[]
2611,10.1021/ja306013k,Synthesis and Structure Determination of a New Microporous Zeolite with Large Cavities Connected by Small Pores,2012,,,"['relatively large adsorption capacity', '49 contains double four', 'space group immm']"
2612,10.1021/ja309831e,Formation Pathway for LTA Zeolite Crystals Synthesized via a Charge Density Mismatch Approach,2013,,,"['zeolite crystallization remains one', 'silica lta zeolite crystals', 'embryonic lta zeolite crystals']"
2613,10.1021/ja4015277,A Facile Strategy To Design Zeolite L Crystals with Tunable Morphology and Surface Architecture,2013,,,"['achieve desired structural outcomes', 'external porous surface area', 'potential zeolite growth modifiers']"
2614,10.1021/ja4043615,"SSZ-52, a Zeolite with an 18-Layer Aluminosilicate Framework Structure Related to That of the DeNOx Catalyst Cu-SSZ-13",2013,,,"['resolution transmission electron microscopy', 'porous aluminosilicate framework structure', 'cha framework type ),']"
2615,10.1021/ja405088c,"Synthesis, Structure, and Optical Activity of HPM-1, a Pure Silica Chiral Zeolite",2013,,,"['mueller matrix microscopy shows', 'two different materials', 'relatively large size']"
